  C1,       C2,       C3,       C4,       C5,       C6,       C7, C8
 997,  5.13231,  4.14268,  4.04844, -2.96535,  3.46203, -3.66442,110
 998,  3.97668, -0.31581, -6.52368, 0.493137, -2.75851,-0.645683,110
 999,  2.37366, 0.394531, -3.03423,-0.384941,  1.51705, -3.32538,110
1000,  5.94569,-0.562531, 0.507519, -3.72684, -3.55193,-0.020401,110
1001,-0.537642, -3.59736, 0.918752, -1.99468,-0.313583, -4.06408,111
1002, -2.65887,  1.31833,-0.496511,  -7.9614, -5.75686, 0.000511,111
1003,  1.75869,  2.63437,  4.45747, -1.32221, -1.02693, -1.47475,111
1004,  1.04488,  1.11691, 0.163798, -2.32024,  1.68463, -3.16303,111
1005,  4.04057, 0.384502,  3.30546, -1.17821,  1.95833, -2.60709,111
1006, 0.303619, 0.128005,  2.16469, 0.839816,  1.37913,  1.05706,112
1007, -1.23805, -1.59672,-0.012212,  1.92001,   2.9981,   1.2952,112
1008,  4.24336,  1.30677, -2.53294,-0.515287, -0.82174,  1.50738,112
1009,  5.11756,-0.762351,  3.16722, -1.27941, -1.58292,  2.74904,112
1010,  2.09641,  1.86949, -1.24055,  7.78969, -1.91683, 0.032128,112
1011, -6.82772, -1.43157, -3.60751, -2.08461,  -3.4434,  4.86202,113
1012,  -6.4178,  3.02439, -1.34035, -3.48507, 0.750512,-0.627533,113
1013, -2.36506, -2.59941, -1.01933, 0.807259, -1.30707,  4.47864,113
1014,  2.04141,  3.77255, -2.41923, 0.978105,  1.67152,  3.09204,113
1015,-0.551223, -1.90317, -1.64264, -1.96563, -1.64314,  1.17401,113
1016,  4.25952,  2.78534, 0.777545,  2.47879, -3.52353, 0.126726,114
1017,  1.22799, -1.22336,-0.443221,-0.637077, -4.03201,     2.99,114
1018, -2.89731, 0.983024,-0.303473,  1.71084, -2.32814,  1.98205,114
1019,   4.7931, 0.239366, -1.09801, 0.336922,  -3.9619, -1.04095,114
1020,   3.8433,  1.30416,-0.080599, 0.444115,-0.733153, -1.30506,114
1021,-0.892245,  2.31805,-0.498972, -5.58741, -4.18273, -5.78418,115
1022,  -2.9126, -2.79934, -1.65989, -2.37913,-0.879613,  1.72205,115
1023, -1.32041, -1.69169, -1.28777,  2.00696,  2.78934, -2.92222,115
1024, 0.302435, -2.28109,-0.674226,-0.860674, -1.26393, -1.77605,115
1025, -2.21311, 0.596286,  1.61042,  -1.2425,  1.78047,-0.170175,115
1026,-0.977522,-0.832132, 0.451387, -4.47201, -4.88065, -3.47182,116
1027,  3.21432,-0.578292,  1.59041, 0.809363, -3.63905,  2.21758,116
1028, 0.108494,  1.26208, 0.574716,-0.089035, -2.91726, -1.54196,116
1029, 0.364094, -1.18106,-0.235408,  2.44242, -4.69359,-0.154338,116
1030, -3.78886, -3.52148,  2.60378, -2.58203, -5.33411, -3.19302,116
1031, 0.338871,  2.41956, -3.13515, 0.060969, -1.15206,  2.46642,117
1032,-0.843553,  2.08885,   2.6058,  5.11834,  5.63084,  3.93223,117
1033, -1.09069,-0.410548,  4.07553, -2.25211,  1.55069,  4.45585,117
1034,   2.0234, -2.26128, -0.03134, -2.23035,  2.27706,  1.78114,117
1035,  4.37597,  1.89717,  4.94758,  2.12423,  6.40365,  9.44471,117
1036,  2.16654,  3.26737, -1.71245,  -1.0987,  1.04333, 0.921387,118
1037, -1.06082, -1.94953,   -1.034, -2.65851,-0.755461, 0.774657,118
1038, 0.797672,  1.73533,  -1.9779,  2.05818,  5.20635,  2.97498,118
1039,  0.10849,  1.30869,-0.478215, -5.93486, -1.01714,-0.409956,118
1040, -0.06601,  4.21907,  3.20343, -1.48388,  3.26784,  1.14555,118
1041, 0.156628, -1.88109, 0.510633, -2.54884,-0.142196,  -3.4069,119
1042, -2.65686, -4.00378, -1.50546, 0.711788, -2.77511,-0.255585,119
1043,  -2.4083, -3.44052, -1.64641, -2.82976,-0.644192,  2.62473,119
1044,  3.05648, -3.23862, -1.62109, -6.47919, -5.74602, -2.38506,119
1045, -3.08154, -1.17976, -5.61934, -3.42866, -1.86683, -0.00631,119
1046,-0.126419,  3.05931,  2.62238, 0.882269,-0.335168,  0.12853,120
1047,  3.32153,  1.01439,  2.19947,-0.400061, 0.500185,  3.08806,120
1048,-0.974969,  5.87776,  2.18065, -2.26745,  1.90257,  1.61281,120
1049,-0.532829,  1.23923,  1.43775, -3.22154,-0.059782, -2.17386,120
1050, -1.96908,  1.96115,  1.44041,  1.95906, -3.49178,  4.28219,120
1051,   2.9613,  1.08145,  2.06786, 0.883066,  2.12825,  1.67947,121
1052, 0.500654, -3.20369,-0.085233,  1.50022, -2.61533,-0.335816,121
1053,  -1.5754, 0.860227, 0.976314, 0.658163, -2.75778,  3.49087,121
1054, -0.43953,  1.32451,  4.45996, 0.528949, -2.41061, 0.219462,121
1055, -4.77155,-0.039619,-0.393768,-0.760564, -6.17831,  2.84943,121
1056,-0.974318,  1.01793, -1.40614, 0.886172,-0.299036,  3.86091,122
1057,  4.96752, -1.18738,  2.80068, 0.358759,  2.02844, 0.228612,122
1058,  2.34891,  3.06544,  2.80978,  2.43506, 0.991023, 0.231429,122
1059, 0.925168, 0.686298,  1.34912,-0.605108, 0.819988,-0.303891,122
1060,  0.41656,  2.03081,-0.608065,-0.926263, -4.51045, -2.15167,122
1061, -2.09548, -5.18947, 0.389286,-0.808982, 0.330872, -2.98206,123
1062,  4.79133, 0.260133,  1.20992, 0.751496, -1.46259,-0.808448,123
1063, -3.20023, 0.059324,  2.06373,-0.468511,  1.40759, 0.718617,123
1064,-0.543824, -3.12434,  2.40075,-0.528179,-0.560006,  3.50602,123
1065,  3.55985,  3.97126,-0.367711, -1.58299, 0.414066, -2.56447,123
1066,  4.22882,  4.57852, -3.24599,  1.79999,  -1.6129,  2.40694,124
1067, 0.386537, -1.54683, -2.11313, -2.26017, -2.00977,  -1.9346,124
1068,-0.358155, -2.54012, -1.76143,-0.266473, -1.71391, -2.38678,124
1069,  5.99527,  -2.0744, 0.100923,  3.10703,  -2.7548, 0.214976,124
1070,  5.61036,  6.06656,  1.95889, 0.107951,-0.293805, -2.98887,124
1071,  2.14802,  1.35792,-0.607529, -3.29863, -1.76454, -1.67988,125
1072, -5.38736,  1.58403,  2.48338,    4.845,  4.13516,  2.43244,125
1073, -8.12129, -3.47003, -2.42129, -2.45849, -2.47512,-0.088275,125
1074, -1.53802, -6.27966, -4.35373,  1.04077, -4.90715, -4.82073,125
1075, -4.88289,   2.3905, -2.48204, -1.27534,-0.353776,  1.69171,125
1076, -1.68163,  2.05523, -5.32887,  -2.0713, -2.21237, -1.63674,126
1077, -1.58284, -3.52791,-0.724173,  1.81264, -4.96316, -3.68046,126
1078, -2.46215,-0.360075, -0.36335, 0.188491, -2.75025, -1.39569,126
1079, -6.83522, -1.51499,-0.419449,  3.22506, -1.03808,  4.11247,126
1080, -1.10059, -0.93279,  2.24334, -2.76707,-0.202427, -1.48408,126
1081,  2.02666,  4.40833, -2.40586,  3.32169, -1.99431,  3.37171,127
1082,  5.48663,  1.51657, -1.31004,   1.4707, -2.03556, 0.105686,127
1083,  2.47694,  7.39764,  3.93056, -2.81112, -4.58376, -2.94782,127
1084,-0.052711,  2.70012,  1.16937,  2.08378,  3.41283,-0.053633,127
1085, 0.262132, 0.134155,-0.414088, -2.69256, -1.07928, -1.79644,127
1086,  0.28232,-0.838822, -2.07155,  2.01786, -2.43045,-0.312635,128
1087, -2.23681, -1.11718, -3.91643,  3.28816, -3.21718, -1.78353,128
1088,  -1.9942,-0.835457, 0.598009,   2.0326, 0.039158, -1.63267,128
1089,   2.8539,  1.50345, 0.578192,  5.19011, -1.97072,  3.88801,128
1090, -2.23727, 0.250106, -1.27871,  2.71473, -1.29868, -3.56637,128
1091,  -4.5001, -1.26268,-0.051221, -4.82113, -1.15471, -2.76259,129
1092, -4.17522,  -1.5447, -3.78539, -5.29247, -6.52078, -0.00497,129
1093,  1.07639, -1.00326,  1.41839,-0.125544,   3.5559,  3.41936,129
1094, 0.825103, 0.409963,  2.75883, -2.65666, -2.47988, -1.46138,129
1095, 0.226007,  2.10699,  3.83876,  3.19421,  2.41127,  3.60616,129
1096, 0.139969,  3.01289, 0.087222, 0.168079, -1.13773, -2.10799,130
1097, -2.78247,  1.39933,  5.22189, -3.14375,  2.38178, -1.06141,130
1098,  4.81092,  1.53138,  3.43498,  1.86512, 0.476999, 0.408788,130
1099,   2.5125,  2.35431,-0.930033,-0.257005,-0.617142,  1.22777,130
1100,  3.93864,  3.39365, -1.96395, -2.10301, -1.22547, 0.629349,130
1101, -4.22575, -2.23978,  1.66964, 0.318696,  2.00315,  2.40838,131
1102, -2.43451, -3.59216, -2.02793, -3.72778,  2.03823,  2.30725,131
1103,-0.428553,-0.595356,-0.462813,  2.58608,  4.52182, 0.536319,131
1104,  1.22984, 0.394095, 0.691773, 0.850331,  2.75435,  2.89094,131
1105, -1.44179, 0.028295,  4.56208, 0.743915,   2.3475,  2.36545,131
1106, -3.46319, -4.22845,  2.63832,  1.75849, -4.90345, 0.416761,132
1107,  0.23549, -1.88814,  1.04958,  2.32777,-0.819392,  1.55083,132
1108, -1.89658, 0.242199,  2.43727,  1.00972, -1.87632, 0.185699,132
1109,  2.02405,  1.83898,-0.714082,  6.90879,  1.33885,  3.37852,132
1110, -4.28644, -2.16401, -2.79811,  -1.7641, -2.94834,  1.26796,132
1111,  3.14573,  3.93702,  3.98924,  1.45915,  6.78943,  3.05047,133
1112,  1.45116,  1.36218,  1.95408,-0.098944, -1.78979, -1.45818,133
1113,  3.20624,  2.40971,  2.32644, -3.97274,-0.608681, -1.60508,133
1114,  4.00228,  2.22539,  3.61541,   2.1404, -1.24816, 0.276669,133
1115,  1.81184,  2.86022,  5.93827,-0.135766,  5.65498,  3.43588,133
1116, 0.446664,   2.7142, -3.20271, -1.80068, 0.910711, -3.84767,134
1117, -1.39634, 0.798429, -4.08887,  2.76761, -1.18318,  1.76985,134
1118,  2.60442, 0.977284,  2.12413, -1.11051, -1.42163, 0.252967,134
1119, -1.21267,  1.75054, -1.13092, -3.81721, -4.60597,    -1.14,134
1120,  4.81716,  2.41339, -1.37711, -3.18655, -3.60521, 0.069333,134
1121, -2.38185,   0.9323, -1.09582,  2.34103, -2.61971,-0.788388,135
1122, 0.879303, 0.139148, -3.53431,    5.245, -2.51259,  3.62039,135
1123,  5.37159,-0.244517,  2.52772,  2.63813,-0.381829,  4.71234,135
1124, 0.097923,   3.0587,  1.50639,   2.9341, 0.606326,  2.50297,135
1125,-0.081845, -2.28085,  1.92178, -3.16699,  -0.4247, -3.89641,135
1126,  1.77907,  2.90269, 0.796639, -5.81571, -1.77079, -2.01611,136
1127,-0.051079,-0.407119, -1.51422, -3.56708, -1.76894, 0.112764,136
1128,  2.64259,  1.91482, 0.588738, -5.79021,-0.812391, 0.485592,136
1129,  1.29294,  2.63122,  3.61558, -3.59405,-0.490006, -2.84658,136
1130,  2.08384, 0.004414,  1.16668,  1.47631,  2.43207,  4.70182,136
1131, -1.32833,-0.096716,-0.133583, -2.64244, -3.69159, -1.90855,137
1132, 0.939231, 0.678471,-0.337808, 0.021656,  0.88152, -2.86346,137
1133, -0.98829, 0.997229, -1.61256, 0.036435,  3.13917, -2.93317,137
1134, -1.12315, -3.31609, -1.75409, -2.17572,  3.77948, -1.57492,137
1135, -2.91471,  2.26794, -1.43164,  1.54842,  2.43521, -0.86687,137
1136,  5.18514,   1.1134, -3.26131,  1.14888, 0.954399,    5.514,138
1137, 0.291433,-0.065513, -1.52484, -4.77317,  1.23679,  1.48707,138
1138,  2.01352, 0.715061, -3.56262, -3.13586, -5.63325,  2.60466,138
1139, -3.78698,  0.72671, 0.408033, 0.258128,  3.47129, 0.790388,138
1140, -1.10941, 0.496193, -3.55658,-0.038017,-0.466309,  5.85114,138
1141,  -1.5076, -1.66747, -2.74666,  4.10858, -1.00818,  2.29725,139
1142, -4.42492, -1.41496,  2.63225,-0.433734, -1.28104,  1.60739,139
1143, -1.59689, -3.33275,  3.77138,  4.41725,  3.97438,-0.063872,139
1144, 0.082135,  2.79536,  3.52152,-0.386144,-0.806314, -0.43153,139
1145, 0.247784, 0.568194, -1.01527, 0.482481,  2.52568, -2.61923,139
1146, 0.749759,  -1.7915,-0.973616, -1.12311,  4.23637,  2.65476,140
1147,  1.93028, 0.914636,  2.25533,-0.685171,  4.07698, 0.661149,140
1148,  2.10648,  2.69792,  4.67023,  2.54819,  6.63222,  4.14647,140
1149, -4.16288, -1.96038, -1.78108, -2.49833,  3.93933, 0.021209,140
1150,  2.40003, -1.52597,  5.14397, -3.02379,  3.18199,   3.3515,140
1151, -3.36936,  2.32065, -1.11778, -1.54153, -4.40492,-0.709771,141
1152, -1.79861, 0.885717,  -1.2488,-0.299223,-0.211021,  2.53607,141
1153, -2.13993, -3.99573,  -2.9376,  -2.4397, 0.973368,  -1.4705,141
1154, -3.34438, 0.479193,-0.079172, -1.21268, -1.54747, -2.05801,141
1155,  1.74199, 0.980355,  4.16388,-0.311368, -3.84288,  2.21446,141
1156,  1.58981, 0.120637, 0.324536, -1.01945,  1.19832,  2.29943,142
1157,   2.6453, -2.24092, 0.840704, 0.687779,  1.68398,  2.59981,142
1158, -4.49211, -2.26437, 0.294861, -2.46414, -2.18235,-0.140705,142
1159,-0.664096, -2.22969,  1.91925,  1.30762, 0.617134, -3.78286,142
1160, 0.093954,  -2.5765,   2.1926, -1.17958, -1.12736, -2.55601,142
1161,  1.44253,-0.649046,  -2.9509, -2.87586,  6.21865, -1.58589,143
1162,  4.64893,-0.463331, -1.02108, 0.169603,  2.81028, 0.840409,143
1163,-0.496322,  3.07535, 0.250517,-0.458023,  1.40203,   1.2501,143
1164,  2.73864, -3.13349, -2.41774, -1.91494,  2.85363,  1.05616,143
1165, 0.940174,-0.448864,-0.818487,-0.605647,   7.1547, 0.173968,143
1166,   2.1223,-0.173209,-0.789827, -1.26339, 0.758851, -2.16558,144
1167,  1.95755,  -3.2076, 0.128293, 0.981271,  1.22454,  3.26145,144
1168, 0.932668, 0.158283, -1.55109,  4.41036,  3.90432,-0.445697,144
1169, -4.16511, -6.89797,-0.063958,-0.417407,  2.00135,    1.645,144
1170,  1.12976,  2.57897,  4.23667,  4.16955,  4.90689,  5.39342,144
1171,  2.33658, 0.474484, 0.399647,  5.45654,  2.61817,  4.66283,145
1172,  -2.3533,  1.85124,  6.83874,  1.38298, -1.16041,-0.232707,145
1173,  -1.4608, -0.60202, -1.16155, -2.92271, -1.99369,-0.519148,145
1174,-0.983867,  2.78178, -2.15178,  0.38872, -3.26027, -1.55204,145
1175,-0.807888, -2.09464,  2.50033,  1.30558,  3.36818,-0.089836,145
1176, -2.22456,-0.259167, -2.54972,-0.873285, -2.39576, -2.89301,146
1177, -3.01618, 0.088124, 0.374476,  -1.2615,  1.54318,  1.17289,146
1178, 0.325537,-0.174586, -3.66604, -5.62675, -5.84201,-0.059451,146
1179, -7.15244, -6.81408, -3.94614, -1.59915, -1.39221, -2.27951,146
1180, -2.84564, -2.65909, -2.02895, -4.43585,-0.678686, -2.89773,146
1181, -3.23456, 0.977681,  5.71383,  3.81529, 0.974045,  3.84011,147
1182, -4.58821,  1.49918,  2.52006,  4.44241,  6.70037, 0.266854,147
1183, -1.42591, -1.68518,  1.96488,-0.430881,  1.59716,   2.8137,147
1184, -1.09984, 0.315586,  3.51303,  7.94111,  3.72703,  3.54807,147
1185, -2.91561, -2.37359,  2.70587,  1.50876,  1.98841,-0.542423,147
1186, 0.983372, -1.83766, -2.82653, 0.767817,  -1.3894,  6.61972,148
1187,  3.54954,-0.911022,  1.49223,   2.6832,  3.09806,   1.3239,148
1188, -1.58069,-0.311596,  -4.4178,-0.487444, -2.21226, 0.575579,148
1189,  2.73361,  4.46837, -2.41798, 0.063921, -1.33713,  2.82632,148
1190,  2.82002,  1.49136,-0.529647, -1.94557, -2.62525,  1.67365,148
1191, -2.95324,-0.985613,  1.75643,-0.873254,  2.36589, -1.10225,149
1192, -3.64284,-0.909978,  3.32814, 0.205176,   3.8092,  3.08085,149
1193, -1.25209,  1.57621, -2.41445,-0.126243, -1.29407, -3.27059,149
1194, -1.68664, 0.948724, -3.06494, 0.955963,-0.781924,  1.32028,149
1195, 0.086935, 0.910503,  6.17761,  1.04423, -2.42351, 0.594873,149
1196,-0.173133,-0.310926, -1.61503,  5.99229,  3.16259,  4.28518,150
1197, 0.437307, 0.347236,-0.315607,  6.51708,  2.96149, -1.64559,150
1198, -3.04766,-0.664535,  1.30289,  2.73404,-0.596021,  2.89175,150
1199, -3.80293, 0.900463, -5.38266,  3.28819,  1.01813, 0.659989,150
1200, -1.96195, 0.783229,   1.4402,  1.09603, -3.01818, -3.21774,150
1201, -1.71371,  3.56755,-0.297765,  2.42113,  3.64062, 0.484499,151
1202, -1.21488, 0.715841, -2.37374, -1.10321, 0.601794, 0.330642,151
1203,  0.07108, -2.31188,  1.29693,  2.75785,  1.39803,  0.41938,151
1204, 0.902713, -1.73253, -3.82867, 0.752867, -1.95673,  1.82077,151
1205, -2.34917, 0.989029, -2.80263,   4.5678,-0.836044,-0.278704,151
1206, -4.00449,-0.922725,-0.347476, 0.219041,  1.17164,  3.04889,152
1207, -3.52051,-0.613826, -2.11583, -1.10147, -3.27357,  1.04303,152
1208,-0.192459,  -1.8746,-0.067531, 0.165637, -1.33226,   1.4475,152
1209,   2.7763, -1.38048, 0.994207,  1.03728, -3.66935, 0.841874,152
1210, -2.67524,-0.752582, 0.449932,  2.30748, -4.44004, -1.81828,152
1211, 0.929132,-0.646175, -2.20146,  0.58207,  3.63511, -5.00456,153
1212, -1.69303, -2.11317, -2.26624, 0.754309, -1.11407,  1.27369,153
1213, -1.10565, -1.05524, -1.72814, -2.97806,  5.00379, -2.90277,153
1214,-0.331357,  -3.9265, 0.181696, 0.248622, 0.151505, -1.75059,153
1215, -1.51794, -1.04981, 0.931918, 0.048126, -2.40404, 0.644621,153
1216,-0.452296,  -3.7769, 0.990411,-0.651112, -1.20836,-0.333118,154
1217, -1.90642,  2.97094,  1.45456,  -2.1883,-0.208444, 0.317665,154
1218,-0.099417, 0.063706, 0.178272,  1.95405, -7.00254, -2.78847,154
1219, -1.81292,  1.46756, 0.754822,  3.32325, 0.663158, 0.921591,154
1220,-0.872873, 0.411892, -4.14159,  4.15226,  1.81572,  1.41696,154
1221, -1.34065, -2.37993,  2.74487,  -1.6424,-0.216446,  1.73041,155
1222,   0.4812, -1.15891,  1.60382,  3.21317,  1.07197, 0.619057,155
1223,  1.24118,   -0.521, 0.321396, -1.47696,-0.463471,  2.08733,155
1224, -3.54484,  -2.4639,  4.30203,-0.985892,   2.1227,  1.94245,155
1225, -3.03196, 0.636823,  1.63342,  2.10532,-0.702475,  3.28797,155
1226,  1.34234,-0.563281, -2.57363,  2.45941,   1.3807, 0.463487,156
1227,-0.209456, 0.665146,-0.884087,-0.635329,-0.696189,  2.24452,156
1228,  2.39332, 0.464163,  4.22271,  2.33455,  3.87818,  4.13687,156
1229, -2.86779,  1.50197,  -2.0191,  3.75807, -1.64271, 0.809251,156
1230,  4.01232,  4.99619,  2.27192,  5.71132,  1.20387,  3.78428,156
1231, -1.05509,  2.96395, -1.96745,-0.869999, 0.286791,  0.13584,157
1232, -4.51782,   -3.379, -3.14797, -2.31591, 0.778203,  2.09759,157
1233, -1.87135,  2.93824, 0.768294, -0.29188, -1.61857,-0.715312,157
1234, -0.94839, -2.20567, 0.449012, 0.133132,  1.10713, -3.87802,157
1235, -3.22548,   1.5685,  1.64115,-0.570702,-0.758215, -2.48538,157
1236,  3.64407, -3.47132, -3.24706,  1.73769, -2.11833, -2.69223,158
1237,-0.008106,  2.02342, -1.66284, 0.157983, 0.323337, -1.10823,158
1238, 0.542817, -1.89353, -2.39635, -1.80573, -2.08748, -5.41818,158
1239,  5.16447, 0.631974, -4.37271, 0.494109, -1.71166, -2.25092,158
1240, 0.979167, 0.220263,-0.906897, -2.74998, -4.55384, 0.543973,158
1241,  4.45838, 0.995576, 0.960866,-0.760743,  2.06394,  1.81422,159
1242, 0.635033,-0.359898, -1.00533, -0.41293, -2.11783, 0.735818,159
1243,  1.97413,  3.90804,  4.01661,  2.37255,  1.32095, 0.523725,159
1244, -1.72167, -2.27713,  4.08735, -2.06046, 0.646191,  2.09943,159
1245, -1.56442, -1.02366, 0.242328,  2.82319,  1.82205,-0.461295,159
1246, 0.493746, -4.22384, -1.73729, -2.14854, 0.598903,  1.60901,160
1247,  1.74489, -1.33556, -1.61334, -2.79763,-0.792347, -4.28564,160
1248, 0.947013, -1.41454, 0.032295, -1.41043,-0.545008,-0.712116,160
1249,  3.28291,  1.89615,  -1.5651, -2.73975,  1.43778,  1.85194,160
1250,  2.50722, -3.58847,-0.514527, -1.74431,  3.47386,  1.05436,160
1251, -1.66955, -1.27389, -2.78221, 0.823384,-0.423392,  1.57713,161
1252, -3.43882, -2.65471, -3.44491, -2.41534,-0.520633,  3.86694,161
1253, -1.61148, -2.58482, 0.083083, 0.618963, -5.74437,-0.140308,161
1254, -2.68391,-0.370413,  1.14259, -1.48518,  1.39689,  2.96628,161
1255,-0.760063,  0.85994, -3.89379, -3.08373,  3.61433, -1.90713,161
1256, -4.60807, -3.73744,  -1.6187,  -1.7115, -2.13266,  1.78973,162
1257,  2.11743,  1.06048,  4.40105,-0.832645, -5.27017,  3.27603,162
1258,-0.426026, -7.13046, -2.35771, -2.26788,   2.4986,  2.02468,162
1259,  1.94348, -2.80128, 0.950451, -2.84858, -2.15788,-0.156685,162
1260, -4.24986, -3.50455, -3.20152, -1.03571, -2.67398,  5.58653,162
1261, 0.168161, -2.83298, -1.85893,   2.3193,  -0.7918,-0.114652,163
1262, -2.17568, 0.098826, 0.812031, -4.87819, -2.59235, -3.83367,163
1263,   2.7224, -2.03062,-0.510393,   2.3447,  -2.5342, 0.866315,163
1264,  0.71354, -1.45967,  2.17641,-0.744174, -1.65515, 0.563401,163
1265, -5.53904,  0.67895,   2.5096, 0.200975,-0.526946, -2.69681,163
1266,  0.16367,-0.702171,  2.26184, -1.52327,-0.387157,  4.01979,164
1267,  5.34149,  1.99666,  3.73446,  2.89415,  2.79849,  6.17977,164
1268, -2.76149, 0.171392,-0.813351,  2.19878, -1.32633,  4.18789,164
1269,  2.10353,-0.485444,  1.31216, -1.70008, 0.506521, -2.51372,164
1270,-0.420151,  2.32764,  3.24161, 0.232704, 0.904751,  2.29165,164
1271,  1.81038,  -2.2554,  2.54006,  2.26144, 0.368924,-0.855457,165
1272, -6.66039, -1.05663,-0.857056,  -1.6415,  3.15056, 0.926459,165
1273, -5.92182, -4.72089, -1.04501, -4.09164,  2.28854, -1.21598,165
1274, -2.14682, -1.29985,  2.00501, -3.78782,  2.43192, -2.25394,165
1275,  2.19021, -3.86811, 0.997689, 0.578092,   1.5845,-0.649649,165
1276,-0.553038,  1.93067,  1.41257,  2.19701,  3.54964,  1.94891,166
1277,-0.864103,  1.32939, -4.18483,   2.8797,  2.30296, 0.965097,166
1278,-0.851698, 0.608525, -4.15873, -3.54471,  3.47421, 0.257574,166
1279, -3.97566,  1.37753, 0.246142, 0.026649,  -3.5349,  1.14745,166
1280,  1.49053,  3.01895,  -1.1354, 0.613242,  3.49638,  1.66748,166
1281,  5.54818,  4.72931,  2.10073, -1.77829,-0.458477,  2.70299,167
1282, -2.16463, 0.623461, -3.81938, -3.48015, -1.65956,  7.80935,167
1283, 0.068218,  2.09195,   1.8809,  2.03921, 0.481859,  2.98268,167
1284,  1.45189, 0.371056,  2.94901,   1.4557, 0.759918,  6.15604,167
1285,  4.66849, 0.722411,   3.6065,   1.4454, -3.88227,  3.97566,167
1286,  1.96029, 0.495322, -1.34225,  3.13327,  5.25749,   5.6392,168
1287,  1.70687, -1.07542,  3.67938, -2.11781,  4.59123, 0.698632,168
1288,  1.57646, 0.397151, 0.662719,  -2.0149, 0.017679,  2.61967,168
1289,  7.78783,  4.57843,  1.36476,  0.48168,-0.137142, 0.196201,168
1290,  2.80411,    1.166, 0.047088,  2.58947, 0.670034,  3.31994,168
1291,  4.04193,  1.13442,  1.14924,    2.562, -1.51004,  3.90774,169
1292,-0.530537, -1.48247,  1.03942,  -3.4009, 0.970094,  2.82429,169
1293,-0.559448, -1.99504, -3.82287, -2.38997, -1.53642, -1.73684,169
1294,  3.40616,  3.51085,  2.31528, -1.00388,  2.62615, 0.386936,169
1295,  5.31629, 0.625932,-0.451525,-0.281174, -0.03669, -2.08811,169
1296,-0.599286,  0.29021, 0.459672, -2.00822, -2.77139, -3.02406,170
1297,-0.136036,  4.95292,-0.357091, 0.901146,-0.015299,  2.10367,170
1298,  1.59204,  3.08512,  5.14963,  2.10793,  7.83484, -1.98355,170
1299,  2.36185,   4.1921,  3.48044,-0.046215, -2.58267,  2.42488,170
1300,  2.76404,   2.4114,  1.51201, -3.46779, 0.764156,   0.7663,170
1301,-0.714099, -3.67876, -1.02965,  1.25607, -4.41547, -6.03906,171
1302, -5.98172, -2.93058, -1.28092,-0.604443,  5.72825, -2.00625,171
1303, -0.27972, -1.52611,  2.08119, -1.52021,  1.05605, -1.63927,171
1304,-0.405684,  1.22912,  1.04153, 0.666877,   4.1543, -2.01612,171
1305,  1.46773,  2.45626, -3.74807, -1.61446,  3.32215, -2.35804,171
1306, 0.807067,  1.56918,  4.95582, -2.61674, -2.08334, 0.986014,172
1307, -5.16955, -3.63765, -0.74355,-0.643666, -3.86347, -2.24104,172
1308, -1.83086,  1.28166, -1.80433,  2.58242,  -0.9338,-0.847005,172
1309, -3.44995,-0.011482, 0.255821, -3.40058, -1.95019, -1.70236,172
1310, -1.24441,  1.71166, 0.394188,  4.04229,  1.48419,  1.88299,172
1311, -1.13431, -1.29386,-0.009245,  4.03874, -0.38506,  5.58002,173
1312, -5.46767, -1.70564,  1.58855, -3.87673, -3.47552, 0.883661,173
1313, -2.95136, -3.40599, -1.47483,    1.573,    3.509,-0.317142,173
1314, -2.29111,  -3.7054, -1.38275, -0.45642, -1.96437, -2.64555,173
1315, 0.018209, -1.17197,-0.284469, 0.913981,  2.43149,  4.83982,173
1316, -2.41059,  -2.2512,  1.02927, -1.55341,  1.69271,  2.79122,174
1317,  1.56628,  3.10759,-0.169152, -2.05614,-0.001968,  4.74295,174
1318, -5.01746, -6.69068, -1.49646, -4.07347,  -2.9632,-0.029315,174
1319, -3.19099, -1.84423, 0.247859,  1.39068,  1.14735,   1.6926,174
1320, -3.10758,  -3.7849,-0.371636,  2.82397, 0.868742,  0.18532,174
1321,   5.7657,  1.20481,  2.64375, 0.931111, -3.88916,  3.98956,175
1322,   1.1587,  2.77677,  5.69828,  3.98272, -1.26341,  1.78819,175
1323, -1.98756,  2.17262, 0.913917, -1.30741, -5.85165,-0.198937,175
1324, -5.53129, -3.55189, -3.83761, -2.90499, 0.346677, -1.56812,175
1325, 0.379826, -3.79804, -2.20027,  4.08446,-0.090618, -2.30837,175
1326,  3.43685, -1.96063,  3.83269, -2.85064, -1.02602, -3.91207,176
1327,  2.71443, 0.412062,  1.14327, -4.61437,-0.358673, -4.43439,176
1328, 0.897846,-0.874938, 0.232299,   2.5692,  4.46506, -1.23088,176
1329,  2.27647, -2.60385,  2.99682, 0.274034,  1.00307, -2.01974,176
1330,  1.84862,-0.041488,  4.83496,  -0.0168, -2.85185, -3.10353,176
1331, -3.83035, -4.73082, -2.66523,  1.28574, -1.45609, -3.59185,177
1332,-0.057585, -2.37163, -4.65632,  4.04654,-0.378069,  2.65523,177
1333,   1.3521, -4.34555, -2.25594, 0.365291, -3.64603, -3.77799,177
1334,-0.184517, -1.35014,-0.114925, 0.698449,  -4.1971, -2.56358,177
1335, -2.73268, -4.57372, -3.05746,-0.146412, -3.30847, 0.729202,177
